# M_wdm_keV	 T0a	 T0s	 gamma_a	 gamma_s	 Fz1	 Fz2	 Fz3	 Fz4	 F_UV	 sigma8	 z_reio	
#Error_equiv	 5.322553e+00	 1.078363e+00	 -4.514318e+00	 1.490997e+00	 -2.246404e+00	 3.926150e-01	 3.080045e-01	 1.883337e-01	 5.281635e-02	 3.717380e-01	 8.294449e-01	 7.671100e+00	
#Error_equiv	 5.835334e+00	 1.360017e+00	 -3.977172e+00	 1.241184e+00	 -5.883897e-01	 3.636390e-01	 3.203928e-01	 2.560157e-01	 6.103342e-02	 8.935463e-01	 8.292645e-01	 7.671100e+00	
#Error_equiv	 5.915538e+00	 1.832979e+00	 -3.954598e+00	 1.251112e+00	 3.187743e+00	 4.886760e-01	 4.197423e-01	 3.035859e-01	 7.914336e-02	 9.023900e-01	 8.244862e-01	 7.671100e+00	
#Error_equiv	 4.518991e+00	 1.658666e+00	 -3.699072e+00	 1.392114e+00	 3.725995e+00	 5.253946e-01	 4.118171e-01	 2.950097e-01	 8.353585e-02	 9.320690e-01	 8.260792e-01	 7.671100e+00	
#Error_equiv	 4.680016e+00	 1.506446e+00	 -4.766196e+00	 1.363732e+00	 4.815346e+00	 4.249473e-01	 3.739326e-01	 2.888784e-01	 3.955241e-02	 9.737219e-01	 8.218563e-01	 7.671100e+00	
#Error_equiv	 5.510106e+00	 9.821461e-01	 -4.365475e+00	 1.395016e+00	 -4.009550e+00	 4.182971e-01	 2.921935e-01	 2.300399e-01	 1.549045e-01	 7.818210e-01	 8.241659e-01	 7.671100e+00	
#Error_equiv	 5.637461e+00	 1.180310e+00	 -3.586822e+00	 1.534457e+00	 4.562346e+00	 4.042981e-01	 3.678179e-01	 2.848264e-01	 4.563946e-02	 5.549623e-01	 8.192480e-01	 7.671100e+00	
#Error_equiv	 5.801171e+00	 1.240822e+00	 -3.395205e+00	 1.194930e+00	 -5.808591e-02	 4.190260e-01	 4.037460e-01	 2.680599e-01	 5.598445e-02	 6.362724e-01	 8.227533e-01	 7.671100e+00	
#Error_equiv	 5.947061e+00	 1.172991e+00	 -2.920284e+00	 1.423771e+00	 -2.219536e+00	 3.840078e-01	 3.226364e-01	 2.102089e-01	 8.055607e-02	 8.952907e-01	 8.289072e-01	 7.671100e+00	
#Error_equiv	 5.777394e+00	 1.240822e+00	 -3.395205e+00	 1.194930e+00	 -5.808591e-02	 4.190260e-01	 4.037460e-01	 2.680599e-01	 5.598445e-02	 6.362724e-01	 8.254805e-01	 7.671100e+00	
#Error_equiv	 5.085107e+00	 1.158252e+00	 -2.255145e+00	 1.417201e+00	 4.160067e+00	 4.111009e-01	 2.945715e-01	 2.743085e-01	 3.533419e-02	 6.750474e-01	 8.295129e-01	 7.671100e+00	
#Error_equiv	 3.921756e+00	 4.235593e-01	 -1.726233e+00	 1.268021e+00	 -5.339221e-01	 3.928411e-01	 4.297228e-01	 2.508389e-01	 7.408623e-02	 9.909401e-01	 8.216966e-01	 7.671100e+00	
#Error_equiv	 5.685053e+00	 1.210819e+00	 -2.476369e+00	 1.298442e+00	 4.400522e+00	 4.513377e-01	 3.596739e-01	 2.768182e-01	 7.356409e-02	 8.469785e-01	 8.267994e-01	 7.671100e+00	
 4.633610e+00	 7.573414e-01	 -4.627562e+00	 1.584701e+00	 1.129926e+00	 3.472504e-01	 3.980943e-01	 2.414321e-01	 1.084669e-01	 8.298626e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 7.190982e-01	 -3.207560e+00	 1.445991e+00	 1.336027e+00	 3.497176e-01	 2.768861e-01	 1.662047e-01	 6.857313e-02	 4.501263e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 4.171030e-01	 -2.418075e+00	 1.518271e+00	 -4.869376e-01	 3.332406e-01	 3.270681e-01	 2.046296e-01	 8.975708e-02	 5.266756e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 1.188537e+00	 -2.690250e+00	 1.332989e+00	 4.367352e+00	 4.355870e-01	 3.174777e-01	 2.290264e-01	 7.802652e-02	 4.827120e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 6.285319e-01	 -2.438405e+00	 1.534661e+00	 4.393033e+00	 3.834754e-01	 2.923147e-01	 2.235650e-01	 1.223353e-01	 9.736798e-02	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 1.182016e+00	 -1.195099e+00	 1.548286e+00	 2.534543e+00	 3.374294e-01	 2.351529e-01	 2.943402e-01	 1.237190e-01	 9.303203e-02	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 5.014804e-01	 -3.191664e+00	 1.546077e+00	 3.255477e+00	 4.290565e-01	 3.335578e-01	 2.744884e-01	 8.591875e-02	 6.395534e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 1.036939e+00	 -3.348643e+00	 1.495979e+00	 3.506060e+00	 3.824093e-01	 4.031217e-01	 2.976612e-01	 6.280937e-02	 8.524978e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 1.127542e+00	 -3.183314e+00	 1.353233e+00	 4.955738e+00	 3.387370e-01	 3.191470e-01	 1.718316e-01	 6.860568e-02	 2.588898e-01	 8.255629e-01	 7.671100e+00	
 4.633610e+00	 3.574441e-02	 -2.597717e+00	 1.492703e+00	 3.231956e+00	 4.769029e-01	 3.078511e-01	 2.292057e-01	 5.840479e-02	 1.300732e-01	 8.255629e-01	 7.671100e+00	
 4.177745e+00	 1.239455e+00	 -4.960492e+00	 1.405676e+00	 4.695129e+00	 4.876910e-01	 3.270617e-01	 2.324973e-01	 1.667548e-01	 8.712830e-01	 8.221712e-01	 7.671100e+00	
#Error_equiv	 5.236738e+00	 9.292401e-01	 -2.113483e+00	 1.517749e+00	 -2.691108e+00	 4.218441e-01	 3.147517e-01	 2.224577e-01	 9.509026e-02	 6.155706e-01	 8.244600e-01	 7.671100e+00	
#Error_equiv	 5.498562e+00	 1.360042e+00	 -1.228443e+00	 1.318669e+00	 4.075960e+00	 4.390133e-01	 3.891792e-01	 2.130090e-01	 1.148560e-01	 8.729767e-01	 8.233098e-01	 7.671100e+00	
 5.876194e+00	 1.360042e+00	 -1.228443e+00	 1.318669e+00	 4.075960e+00	 4.390133e-01	 3.891792e-01	 2.130090e-01	 1.148560e-01	 8.729767e-01	 8.288443e-01	 7.671100e+00	
