17  37.7115	-7.042940e+00	7.400000e-01	-4.380000e+00	1.450000e+00	-1.930000e+00	3.500000e-01	2.600000e-01	1.800000e-01	7.000000e-02	0.000000e+00	8.241073e-01	7.671100e+00	
13  35.6596	-7.042940e+00	2.117207e-01	-4.152670e+00	1.576703e+00	-5.015569e-01	3.434244e-01	2.907290e-01	1.508711e-01	7.755906e-02	5.916460e-01	8.241073e-01	7.671100e+00	
68  34.9101	-6.811071e+00	2.117207e-01	-4.152670e+00	1.576703e+00	-5.015569e-01	3.434244e-01	2.907290e-01	1.508711e-01	7.755906e-02	5.916460e-01	8.240804e-01	7.671100e+00	
32  35.6934	-6.811071e+00	3.120528e-01	-3.387871e+00	1.678998e+00	-1.360630e+00	3.325707e-01	2.618078e-01	1.253533e-01	7.948097e-02	3.273839e-01	8.240804e-01	7.671100e+00	
5  36.6846	-6.103525e+00	3.120528e-01	-3.387871e+00	1.678998e+00	-1.360630e+00	3.325707e-01	2.618078e-01	1.253533e-01	7.948097e-02	3.273839e-01	8.251955e-01	7.671100e+00	
17  36.8255	-6.103525e+00	4.857609e-01	-4.422771e+00	1.661557e+00	-2.261358e+00	3.130308e-01	2.653038e-01	1.097922e-01	4.768069e-02	3.793177e-01	8.251955e-01	7.671100e+00	
43  38.8256	-6.103525e+00	3.005328e-01	-3.002736e+00	1.619506e+00	-3.840975e+00	2.743031e-01	3.131135e-01	1.103836e-01	3.005770e-02	8.931243e-01	8.251955e-01	7.671100e+00	
10  39.0751	-6.103525e+00	4.707304e-01	-1.935516e+00	1.573848e+00	-3.497729e+00	3.586992e-01	2.955351e-01	8.453208e-02	8.474567e-02	8.893406e-01	8.251955e-01	7.671100e+00	
20  34.1516	-6.103525e+00	4.575269e-02	-2.003070e+00	1.503423e+00	-4.373720e+00	3.860074e-01	3.552041e-01	1.192361e-01	1.136100e-01	4.806628e-01	8.251955e-01	7.671100e+00	
8  33.1731	-6.103525e+00	1.815188e-01	-1.930595e+00	1.479760e+00	-3.885244e+00	4.132797e-01	3.366075e-01	1.120410e-01	7.611847e-02	5.303280e-01	8.251955e-01	7.671100e+00	
13  27.6877	-6.103525e+00	3.848016e-01	-3.047786e+00	1.622685e+00	-4.149045e+00	4.420775e-01	3.412653e-01	1.650963e-01	1.370443e-01	2.712686e-01	8.251955e-01	7.671100e+00	
4  28.0176	-6.103525e+00	2.839598e-01	-3.108340e+00	1.584459e+00	-3.779692e+00	4.270560e-01	2.864103e-01	1.586723e-01	1.123251e-01	4.656651e-01	8.251955e-01	7.671100e+00	
10  27.9948	-6.101024e+00	2.839598e-01	-3.108340e+00	1.584459e+00	-3.779692e+00	4.270560e-01	2.864103e-01	1.586723e-01	1.123251e-01	4.656651e-01	8.252206e-01	7.671100e+00	
82  27.1754	-6.512201e+00	2.839598e-01	-3.108340e+00	1.584459e+00	-3.779692e+00	4.270560e-01	2.864103e-01	1.586723e-01	1.123251e-01	4.656651e-01	8.240245e-01	7.671100e+00	
177  29.286	-6.512201e+00	7.540965e-02	-3.866865e+00	1.669227e+00	-3.240964e+00	3.701401e-01	2.637554e-01	1.759920e-01	4.138636e-02	5.320221e-01	8.240245e-01	7.671100e+00	
39  27.7239	-6.512201e+00	2.154185e-01	-3.808346e+00	1.630500e+00	-2.855599e+00	3.993245e-01	2.715659e-01	1.309877e-01	4.231964e-02	4.992634e-01	8.240245e-01	7.671100e+00	
42  24.9616	-6.512201e+00	3.206617e-01	-3.545225e+00	1.605247e+00	-1.549703e+00	4.004341e-01	3.218679e-01	1.400335e-01	2.458217e-02	2.896370e-01	8.240245e-01	7.671100e+00	
40  26.7776	-6.660234e+00	3.206617e-01	-3.545225e+00	1.605247e+00	-1.549703e+00	4.004341e-01	3.218679e-01	1.400335e-01	2.458217e-02	2.896370e-01	8.240510e-01	7.671100e+00	
10  26.6444	-6.368527e+00	3.206617e-01	-3.545225e+00	1.605247e+00	-1.549703e+00	4.004341e-01	3.218679e-01	1.400335e-01	2.458217e-02	2.896370e-01	8.240521e-01	7.671100e+00	
60  26.7091	-6.213775e+00	3.206617e-01	-3.545225e+00	1.605247e+00	-1.549703e+00	4.004341e-01	3.218679e-01	1.400335e-01	2.458217e-02	2.896370e-01	8.244052e-01	7.671100e+00	
110  25.3233	-6.462998e+00	3.206617e-01	-3.545225e+00	1.605247e+00	-1.549703e+00	4.004341e-01	3.218679e-01	1.400335e-01	2.458217e-02	2.896370e-01	8.240232e-01	7.671100e+00	
123  24.5373	-6.116768e+00	3.206617e-01	-3.545225e+00	1.605247e+00	-1.549703e+00	4.004341e-01	3.218679e-01	1.400335e-01	2.458217e-02	2.896370e-01	8.250682e-01	7.671100e+00	
7  23.3196	-6.116768e+00	2.207238e-01	-2.889360e+00	1.606783e+00	-2.662668e+00	3.926754e-01	3.207511e-01	1.730511e-01	3.721334e-02	4.436919e-01	8.250682e-01	7.671100e+00	
16  23.5346	-6.186959e+00	2.207238e-01	-2.889360e+00	1.606783e+00	-2.662668e+00	3.926754e-01	3.207511e-01	1.730511e-01	3.721334e-02	4.436919e-01	8.245444e-01	7.671100e+00	
64  22.9068	-6.186959e+00	4.873793e-01	-3.396719e+00	1.593609e+00	-3.427119e+00	4.222389e-01	2.915146e-01	1.650283e-01	9.382541e-02	2.902661e-01	8.245444e-01	7.671100e+00	
274  22.9786	-6.204266e+00	4.873793e-01	-3.396719e+00	1.593609e+00	-3.427119e+00	4.222389e-01	2.915146e-01	1.650283e-01	9.382541e-02	2.902661e-01	8.244510e-01	7.671100e+00	
556  22.248	-6.204266e+00	2.760752e-01	-3.741712e+00	1.637449e+00	-2.294123e+00	3.908665e-01	3.277231e-01	1.632552e-01	6.671801e-02	4.900022e-01	8.244510e-01	7.671100e+00	
130  22.0643	-6.363014e+00	2.760752e-01	-3.741712e+00	1.637449e+00	-2.294123e+00	3.908665e-01	3.277231e-01	1.632552e-01	6.671801e-02	4.900022e-01	8.240561e-01	7.671100e+00	
90  21.8878	-6.295338e+00	2.760752e-01	-3.741712e+00	1.637449e+00	-2.294123e+00	3.908665e-01	3.277231e-01	1.632552e-01	6.671801e-02	4.900022e-01	8.241446e-01	7.671100e+00	
4  22.9986	-6.105034e+00	2.760752e-01	-3.741712e+00	1.637449e+00	-2.294123e+00	3.908665e-01	3.277231e-01	1.632552e-01	6.671801e-02	4.900022e-01	8.251805e-01	7.671100e+00	
26  23.4014	-6.105034e+00	4.657266e-01	-4.143330e+00	1.544201e+00	-2.480572e+00	3.559812e-01	2.850582e-01	1.325260e-01	8.499558e-02	2.641293e-01	8.251805e-01	7.671100e+00	
70  24.4852	-6.564119e+00	4.657266e-01	-4.143330e+00	1.544201e+00	-2.480572e+00	3.559812e-01	2.850582e-01	1.325260e-01	8.499558e-02	2.641293e-01	8.240313e-01	7.671100e+00	
44  24.7526	-6.501221e+00	4.657266e-01	-4.143330e+00	1.544201e+00	-2.480572e+00	3.559812e-01	2.850582e-01	1.325260e-01	8.499558e-02	2.641293e-01	8.240237e-01	7.671100e+00	
96  24.4291	-6.501221e+00	1.972263e-01	-3.702128e+00	1.580690e+00	-2.037697e+00	3.743828e-01	2.991241e-01	1.659382e-01	8.061630e-02	5.086849e-01	8.240237e-01	7.671100e+00	
101  24.4767	-6.367197e+00	1.972263e-01	-3.702128e+00	1.580690e+00	-2.037697e+00	3.743828e-01	2.991241e-01	1.659382e-01	8.061630e-02	5.086849e-01	8.240530e-01	7.671100e+00	
9  22.5052	-6.367197e+00	5.736486e-01	-4.296988e+00	1.645953e+00	-2.556651e+00	3.706341e-01	3.160486e-01	1.610065e-01	4.015451e-02	2.594106e-01	8.240530e-01	7.671100e+00	
452  21.8676	-6.217729e+00	5.736486e-01	-4.296988e+00	1.645953e+00	-2.556651e+00	3.706341e-01	3.160486e-01	1.610065e-01	4.015451e-02	2.594106e-01	8.243873e-01	7.671100e+00	
48  21.5337	-6.217729e+00	4.930185e-01	-4.834614e+00	1.458540e+00	-1.536152e+00	3.441836e-01	3.079569e-01	1.823290e-01	6.494800e-02	6.503847e-02	8.243873e-01	7.671100e+00	
424  22.3147	-6.115898e+00	4.930185e-01	-4.834614e+00	1.458540e+00	-1.536152e+00	3.441836e-01	3.079569e-01	1.823290e-01	6.494800e-02	6.503847e-02	8.250763e-01	7.671100e+00	
214  20.536	-6.115898e+00	3.527475e-01	-4.902135e+00	1.504526e+00	-2.115504e+00	3.583672e-01	3.398842e-01	1.819422e-01	5.782424e-02	2.895862e-01	8.250763e-01	7.671100e+00	
212  20.6591	-6.115898e+00	5.065516e-01	-3.840767e+00	1.484736e+00	-1.456297e+00	3.509009e-01	2.754555e-01	1.732167e-01	5.495887e-02	4.613507e-02	8.250763e-01	7.671100e+00	
470  19.1638	-6.126261e+00	5.065516e-01	-3.840767e+00	1.484736e+00	-1.456297e+00	3.509009e-01	2.754555e-01	1.732167e-01	5.495887e-02	4.613507e-02	8.249828e-01	7.671100e+00	
250  18.5351	-6.182516e+00	5.065516e-01	-3.840767e+00	1.484736e+00	-1.456297e+00	3.509009e-01	2.754555e-01	1.732167e-01	5.495887e-02	4.613507e-02	8.245703e-01	7.671100e+00	
19  17.7884	-6.145253e+00	5.065516e-01	-3.840767e+00	1.484736e+00	-1.456297e+00	3.509009e-01	2.754555e-01	1.732167e-01	5.495887e-02	4.613507e-02	8.248263e-01	7.671100e+00	
761  18.6947	-6.145253e+00	4.523417e-01	-4.736839e+00	1.431654e+00	-2.551383e+00	3.716674e-01	3.127128e-01	1.836994e-01	5.622098e-02	2.468737e-01	8.248263e-01	7.671100e+00	
290  19.1444	-6.110968e+00	4.523417e-01	-4.736839e+00	1.431654e+00	-2.551383e+00	3.716674e-01	3.127128e-01	1.836994e-01	5.622098e-02	2.468737e-01	8.251228e-01	7.671100e+00	
36  19.3457	-6.187542e+00	4.523417e-01	-4.736839e+00	1.431654e+00	-2.551383e+00	3.716674e-01	3.127128e-01	1.836994e-01	5.622098e-02	2.468737e-01	8.245410e-01	7.671100e+00	
36  23.8747	-6.187542e+00	5.148208e-01	-4.776553e+00	1.419853e+00	-2.247548e+00	3.443546e-01	3.370951e-01	1.814731e-01	3.925511e-02	4.338940e-03	8.245410e-01	7.671100e+00	
57  25.2518	-6.187542e+00	3.477913e-01	-4.522182e+00	1.426036e+00	-3.192540e+00	3.879985e-01	3.141496e-01	1.840815e-01	5.673603e-02	2.651396e-01	8.245410e-01	7.671100e+00	
23  23.5089	-6.187542e+00	4.880407e-01	-4.643639e+00	1.622923e+00	-3.379102e+00	4.061762e-01	3.362236e-01	1.976414e-01	7.646649e-02	1.297304e-01	8.245410e-01	7.671100e+00	
68  23.3801	-6.187542e+00	3.511841e-01	-4.015767e+00	1.584661e+00	-4.753725e+00	4.176457e-01	3.015810e-01	1.828391e-01	9.377028e-02	2.563706e-01	8.245410e-01	7.671100e+00	
90  20.8015	-6.104802e+00	3.511841e-01	-4.015767e+00	1.584661e+00	-4.753725e+00	4.176457e-01	3.015810e-01	1.828391e-01	9.377028e-02	2.563706e-01	8.251828e-01	7.671100e+00	
85  20.7602	-6.102396e+00	3.511841e-01	-4.015767e+00	1.584661e+00	-4.753725e+00	4.176457e-01	3.015810e-01	1.828391e-01	9.377028e-02	2.563706e-01	8.252068e-01	7.671100e+00	
15  19.9342	-6.102396e+00	3.459539e-01	-4.112058e+00	1.659299e+00	-4.660875e+00	4.183681e-01	3.010222e-01	2.057113e-01	1.003738e-01	1.157114e-01	8.252068e-01	7.671100e+00	
41  20.9081	-6.122338e+00	3.459539e-01	-4.112058e+00	1.659299e+00	-4.660875e+00	4.183681e-01	3.010222e-01	2.057113e-01	1.003738e-01	1.157114e-01	8.250176e-01	7.671100e+00	
119  21.5404	-6.122338e+00	3.766282e-01	-4.992188e+00	1.670082e+00	-3.445293e+00	4.042607e-01	3.397828e-01	1.486206e-01	7.750861e-02	2.489707e-01	8.250176e-01	7.671100e+00	
281  21.2523	-6.455173e+00	3.766282e-01	-4.992188e+00	1.670082e+00	-3.445293e+00	4.042607e-01	3.397828e-01	1.486206e-01	7.750861e-02	2.489707e-01	8.240237e-01	7.671100e+00	
15  22.2626	-6.455173e+00	1.718277e-01	-3.996541e+00	1.679691e+00	-3.648483e+00	3.905388e-01	3.362054e-01	1.687007e-01	4.519809e-02	3.374421e-01	8.240237e-01	7.671100e+00	
74  23.8054	-6.455173e+00	4.512628e-01	-3.885773e+00	1.604902e+00	-2.452350e+00	3.782330e-01	2.887075e-01	1.576918e-01	7.571336e-02	4.272472e-01	8.240237e-01	7.671100e+00	
253  22.1659	-6.325016e+00	4.512628e-01	-3.885773e+00	1.604902e+00	-2.452350e+00	3.782330e-01	2.887075e-01	1.576918e-01	7.571336e-02	4.272472e-01	8.240955e-01	7.671100e+00	
40  24.5094	-6.325016e+00	1.087701e-01	-3.504035e+00	1.664175e+00	-3.441383e+00	3.855384e-01	3.053380e-01	1.765749e-01	1.011061e-01	6.143122e-01	8.240955e-01	7.671100e+00	
47  23.8628	-6.325016e+00	4.240328e-01	-4.351757e+00	1.584241e+00	-2.249486e+00	3.562615e-01	3.153436e-01	1.386533e-01	4.964777e-02	3.254252e-01	8.240955e-01	7.671100e+00	
95  23.7743	-6.339087e+00	4.240328e-01	-4.351757e+00	1.584241e+00	-2.249486e+00	3.562615e-01	3.153436e-01	1.386533e-01	4.964777e-02	3.254252e-01	8.240782e-01	7.671100e+00	
5  20.4652	-6.339087e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240782e-01	7.671100e+00	
110  20.1569	-6.411382e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240316e-01	7.671100e+00	
50  21.1161	-7.121685e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.241124e-01	7.671100e+00	
630  20.1569	-6.418336e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240296e-01	7.671100e+00	
180  20.1841	-6.436517e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240260e-01	7.671100e+00	
210  20.1882	-6.389413e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240400e-01	7.671100e+00	
140  20.4364	-6.474416e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240229e-01	7.671100e+00	
154  20.7547	-6.493486e+00	4.475915e-01	-4.794304e+00	1.674871e+00	-2.447815e+00	4.001961e-01	3.108606e-01	1.433006e-01	5.939017e-02	2.968383e-01	8.240233e-01	7.671100e+00	
278  25.4701	-6.493486e+00	1.945092e-01	-4.309917e+00	1.647831e+00	-1.575918e+00	4.265135e-01	3.243515e-01	1.501691e-01	3.348442e-02	3.961909e-01	8.240233e-01	7.671100e+00	
13  28.7035	-6.493486e+00	3.995024e-02	-2.950147e+00	1.557638e+00	-1.798315e+00	4.266131e-01	3.220048e-01	1.292456e-01	7.683532e-02	5.772715e-01	8.240233e-01	7.671100e+00	
31  27.7342	-6.493486e+00	2.336975e-01	-3.642693e+00	1.390984e+00	-2.073374e+00	3.748298e-01	3.456990e-01	1.399630e-01	1.162341e-01	4.540422e-01	8.240233e-01	7.671100e+00	
88  28.3432	-6.493486e+00	1.788844e-02	-2.139105e+00	1.414214e+00	-2.109740e+00	3.749460e-01	3.325373e-01	2.088522e-01	8.790263e-02	5.609743e-01	8.240233e-01	7.671100e+00	
46  30.5152	-6.493486e+00	1.056836e-01	-1.886470e+00	1.559451e+00	-2.120619e+00	3.490917e-01	3.190364e-01	2.278575e-01	8.348888e-02	6.500904e-01	8.240233e-01	7.671100e+00	
15  27.4573	-6.150417e+00	1.056836e-01	-1.886470e+00	1.559451e+00	-2.120619e+00	3.490917e-01	3.190364e-01	2.278575e-01	8.348888e-02	6.500904e-01	8.247868e-01	7.671100e+00	
17  28.3182	-6.150417e+00	2.965295e-01	-2.226635e+00	1.539359e+00	-2.810929e+00	4.163035e-01	3.440105e-01	2.489681e-01	5.030169e-02	8.598841e-01	8.247868e-01	7.671100e+00	
58  29.4708	-6.150417e+00	1.985715e-01	-1.293981e+00	1.460719e+00	-3.488110e+00	4.411269e-01	3.186138e-01	1.949244e-01	3.622558e-02	9.755210e-01	8.247868e-01	7.671100e+00	
40  28.8208	-6.063019e+00	1.985715e-01	-1.293981e+00	1.460719e+00	-3.488110e+00	4.411269e-01	3.186138e-01	1.949244e-01	3.622558e-02	9.755210e-01	8.256446e-01	7.671100e+00	
106  25.4824	-7.513920e+00	1.985715e-01	-1.293981e+00	1.460719e+00	-3.488110e+00	4.411269e-01	3.186138e-01	1.949244e-01	3.622558e-02	9.755210e-01	8.241227e-01	7.671100e+00	
40  23.4821	-7.513920e+00	2.210414e-01	-1.638089e+00	1.520678e+00	-3.149570e+00	4.400579e-01	3.073223e-01	2.336487e-01	4.059784e-02	9.479703e-01	8.241227e-01	7.671100e+00	
194  22.5323	-7.513920e+00	2.515840e-01	-1.392369e+00	1.596354e+00	-2.785788e+00	4.039553e-01	2.930842e-01	2.092927e-01	5.152542e-02	9.987119e-01	8.241227e-01	7.671100e+00	
56  24.5827	-7.877225e+00	2.515840e-01	-1.392369e+00	1.596354e+00	-2.785788e+00	4.039553e-01	2.930842e-01	2.092927e-01	5.152542e-02	9.987119e-01	8.241244e-01	7.671100e+00	
4  27.1547	-7.877225e+00	6.726218e-01	-2.638594e+00	1.541496e+00	-2.372238e+00	3.335577e-01	3.350234e-01	1.748147e-01	8.639366e-02	8.764964e-01	8.241244e-01	7.671100e+00	
9  27.1405	-8.480537e+00	6.726218e-01	-2.638594e+00	1.541496e+00	-2.372238e+00	3.335577e-01	3.350234e-01	1.748147e-01	8.639366e-02	8.764964e-01	8.241248e-01	7.671100e+00	
27  26.5924	-8.480537e+00	5.347276e-01	-3.184236e+00	1.536957e+00	-2.590917e+00	3.661405e-01	3.156937e-01	2.542892e-01	1.240750e-01	5.858576e-01	8.241248e-01	7.671100e+00	
1  27.6896	-8.480537e+00	7.926587e-01	-3.850034e+00	1.538932e+00	-2.900327e+00	4.466643e-01	3.214134e-01	2.479200e-01	1.442546e-01	4.063825e-01	8.241248e-01	7.671100e+00	
29  27.3872	-8.480537e+00	1.588040e+00	-3.764887e+00	1.585684e+00	-2.106961e+00	4.842307e-01	3.122744e-01	2.752796e-01	1.463970e-01	6.757708e-01	8.241248e-01	7.671100e+00	
13  23.236	-8.480537e+00	1.038121e+00	-4.134586e+00	1.492344e+00	-1.916932e+00	4.055734e-01	3.570136e-01	2.413082e-01	9.094526e-02	4.893313e-01	8.241248e-01	7.671100e+00	
4  22.0671	-8.480537e+00	6.444643e-01	-4.288801e+00	1.283595e+00	-1.725136e+00	3.729300e-01	3.603686e-01	2.414221e-01	4.767872e-02	6.334610e-01	8.241248e-01	7.671100e+00	
128  23.0068	-8.480537e+00	1.864647e+00	-4.618964e+00	1.337568e+00	-1.343691e+00	3.939809e-01	3.756914e-01	2.292768e-01	7.328227e-02	9.617437e-01	8.241248e-01	7.671100e+00	
3  21.8506	-8.480537e+00	1.426200e+00	-4.836675e+00	1.509226e+00	-1.097057e+00	3.730366e-01	3.432672e-01	1.818468e-01	6.771290e-02	7.057328e-01	8.241248e-01	7.671100e+00	
2  22.0642	-8.480537e+00	7.601911e-01	-3.066341e+00	1.482254e+00	-1.772945e+00	3.546177e-01	3.080524e-01	2.513707e-01	1.101284e-01	5.379576e-01	8.241248e-01	7.671100e+00	
18  20.9722	-8.480537e+00	6.423986e-01	-3.370855e+00	1.467358e+00	-1.807962e+00	3.630457e-01	3.090687e-01	2.709755e-01	8.205769e-02	8.805821e-01	8.241248e-01	7.671100e+00	
62  21.4089	-8.480537e+00	6.001798e-01	-3.770221e+00	1.421749e+00	-1.931181e+00	3.831490e-01	3.203559e-01	2.047639e-01	8.973964e-02	5.735589e-01	8.241248e-01	7.671100e+00	
34  22.2647	-8.480537e+00	6.691165e-01	-4.822173e+00	1.475388e+00	-1.599337e+00	3.892454e-01	3.554416e-01	2.701859e-01	9.246555e-02	5.291235e-01	8.241248e-01	7.671100e+00	
80  22.314	-7.925403e+00	6.691165e-01	-4.822173e+00	1.475388e+00	-1.599337e+00	3.892454e-01	3.554416e-01	2.701859e-01	9.246555e-02	5.291235e-01	8.241245e-01	7.671100e+00	
10  22.2647	-8.348888e+00	6.691165e-01	-4.822173e+00	1.475388e+00	-1.599337e+00	3.892454e-01	3.554416e-01	2.701859e-01	9.246555e-02	5.291235e-01	8.241248e-01	7.671100e+00	
55  22.2859	-7.962944e+00	6.691165e-01	-4.822173e+00	1.475388e+00	-1.599337e+00	3.892454e-01	3.554416e-01	2.701859e-01	9.246555e-02	5.291235e-01	8.241246e-01	7.671100e+00	
15  21.0718	-7.962944e+00	6.758485e-01	-3.879404e+00	1.484618e+00	-3.772588e+00	3.748372e-01	3.239597e-01	2.789266e-01	6.399636e-02	7.298180e-01	8.241246e-01	7.671100e+00	
89  20.76	-7.732550e+00	6.758485e-01	-3.879404e+00	1.484618e+00	-3.772588e+00	3.748372e-01	3.239597e-01	2.789266e-01	6.399636e-02	7.298180e-01	8.241240e-01	7.671100e+00	
51  19.394	-7.732550e+00	6.233426e-01	-4.910678e+00	1.460995e+00	-3.225449e+00	3.833885e-01	3.265246e-01	2.773690e-01	1.061243e-01	6.386250e-01	8.241240e-01	7.671100e+00	
