1  66.0716	5.000000e-01	-5.000000e+00	7.295383e-01	-2.842643e+00	1.617125e+00	2.807827e+00	3.275602e-01	2.614280e-01	1.526980e-01	4.544537e-02	1.183567e-01	8.307186e-01	7.671100e+00	
3  61.5616	5.683546e-01	-5.607031e+00	5.636041e-01	-2.934813e+00	1.617551e+00	1.835280e+00	3.232819e-01	2.592779e-01	1.450307e-01	4.740887e-02	1.389605e-01	8.291069e-01	7.671100e+00	
8  57.0048	5.683546e-01	-5.607031e+00	6.545991e-01	-3.370685e+00	1.556039e+00	7.438501e-01	3.490177e-01	2.902346e-01	1.556268e-01	2.573128e-02	6.815574e-02	8.291069e-01	7.671100e+00	
6  48.859	7.598829e-01	-4.825931e+00	1.064300e-01	-3.602466e+00	1.589585e+00	-1.813733e+00	3.348118e-01	2.789772e-01	1.322417e-01	2.540245e-02	9.389262e-02	8.282016e-01	7.671100e+00	
27  46.2719	7.598829e-01	-4.825931e+00	2.992833e-01	-2.838737e+00	1.570810e+00	3.257748e-01	3.036394e-01	2.830226e-01	1.243131e-01	3.068825e-02	3.380268e-01	8.282016e-01	7.671100e+00	
12  38.719	8.554099e-01	-5.471370e+00	6.058313e-02	-2.965382e+00	1.574050e+00	-1.019689e+00	2.974791e-01	2.795900e-01	1.134424e-01	3.295565e-02	3.642055e-01	8.261098e-01	7.671100e+00	
77  36.0471	8.554099e-01	-5.471370e+00	5.829762e-03	-1.652524e+00	1.438282e+00	-1.001366e+00	3.436408e-01	2.768112e-01	9.271999e-02	2.941172e-02	5.405309e-01	8.261098e-01	7.671100e+00	
130  33.9734	8.554099e-01	-5.471370e+00	2.197423e-01	-3.183130e+00	1.298750e+00	-8.760119e-01	3.297256e-01	2.851795e-01	1.211732e-01	3.604934e-02	3.966346e-01	8.261098e-01	7.671100e+00	
12  34.0162	8.585797e-01	-5.983030e+00	2.282603e-01	-3.192562e+00	1.292468e+00	-9.537367e-01	3.299593e-01	2.860992e-01	1.211880e-01	3.727622e-02	4.038228e-01	8.277405e-01	7.671100e+00	
13  35.444	8.551696e-01	-4.189445e+00	1.774126e-01	-3.169154e+00	1.315430e+00	-7.862381e-01	3.285969e-01	2.824889e-01	1.202197e-01	3.303603e-02	3.800648e-01	8.261346e-01	7.671100e+00	
124  34.806	8.551696e-01	-4.189445e+00	3.020187e-01	-2.361082e+00	1.450558e+00	-2.028313e-03	3.484178e-01	2.870072e-01	9.989690e-02	3.438540e-02	2.870887e-01	8.261346e-01	7.671100e+00	
48  35.9687	8.551696e-01	-4.189445e+00	2.980229e-01	-2.200193e+00	1.578325e+00	-1.012630e+00	3.339627e-01	3.006583e-01	1.332819e-01	4.086497e-02	3.178212e-01	8.261346e-01	7.671100e+00	
10  37.4283	8.551696e-01	-4.189445e+00	1.200521e-01	-2.912020e+00	1.520654e+00	-3.999741e+00	3.147092e-01	2.494721e-01	1.541464e-01	7.078876e-02	4.030834e-01	8.261346e-01	7.671100e+00	
14  37.1916	8.551696e-01	-4.189445e+00	1.185468e-01	-2.277042e+00	1.601855e+00	-3.201092e+00	3.367948e-01	3.393610e-01	1.633185e-01	8.055645e-02	3.902347e-01	8.261346e-01	7.671100e+00	
22  36.6847	8.698813e-01	-4.877910e+00	1.015377e-01	-2.302830e+00	1.594675e+00	-3.448048e+00	3.363725e-01	3.400743e-01	1.620956e-01	8.228943e-02	4.018598e-01	8.259732e-01	7.671100e+00	
52  32.8537	8.932487e-01	-4.298833e+00	1.843674e-02	-2.325948e+00	1.605074e+00	-3.727442e+00	3.342070e-01	3.376809e-01	1.588719e-01	8.111285e-02	3.987635e-01	8.276151e-01	7.671100e+00	
112  32.6664	8.932487e-01	-4.298833e+00	3.264551e-02	-3.546217e+00	1.511961e+00	-3.613823e+00	3.130935e-01	2.883524e-01	1.438995e-01	4.041327e-02	4.328878e-01	8.276151e-01	7.671100e+00	
18  33.0849	8.771367e-01	-4.471489e+00	8.234527e-02	-3.527860e+00	1.507745e+00	-3.405888e+00	3.143841e-01	2.895249e-01	1.459486e-01	4.069217e-02	4.321014e-01	8.261986e-01	7.671100e+00	
57  31.9802	8.771367e-01	-4.471489e+00	7.547859e-02	-2.396120e+00	1.518705e+00	-1.690258e+00	3.550113e-01	2.633028e-01	1.193621e-01	3.176635e-02	4.662561e-01	8.261986e-01	7.671100e+00	
30  34.2411	8.771367e-01	-4.471489e+00	1.156970e-01	-3.173619e+00	1.497545e+00	-3.006586e+00	3.311002e-01	2.974598e-01	1.377192e-01	3.906611e-02	4.822678e-01	8.261986e-01	7.671100e+00	
43  29.8582	8.771367e-01	-4.471489e+00	4.647141e-02	-3.863029e+00	1.572063e+00	-2.744012e+00	3.441974e-01	3.143949e-01	1.175609e-01	2.622997e-02	3.097866e-01	8.261986e-01	7.671100e+00	
83  31.6094	8.771367e-01	-4.471489e+00	2.140713e-02	-2.289165e+00	1.551954e+00	-4.409911e+00	3.604067e-01	2.991240e-01	1.120108e-01	4.304450e-02	3.917110e-01	8.261986e-01	7.671100e+00	
87  31.8917	8.128849e-01	-4.145346e+00	1.855784e-01	-2.205135e+00	1.548367e+00	-3.512233e+00	3.646467e-01	3.016605e-01	1.194051e-01	4.177310e-02	3.754951e-01	8.279881e-01	7.671100e+00	
47  30.1272	8.128849e-01	-4.145346e+00	1.326447e-01	-1.702131e+00	1.595287e+00	-4.035033e+00	3.698613e-01	2.641762e-01	1.298801e-01	5.732681e-02	3.706258e-01	8.279881e-01	7.671100e+00	
32  30.7147	8.128849e-01	-4.145346e+00	3.582837e-02	-8.971384e-01	1.666185e+00	-4.439422e+00	3.532864e-01	2.801848e-01	1.628454e-01	7.687732e-02	2.803647e-01	8.279881e-01	7.671100e+00	
11  30.0978	8.065441e-01	-5.946314e+00	1.134982e-01	-9.084011e-01	1.641937e+00	-4.474525e+00	3.553431e-01	2.843000e-01	1.649794e-01	8.105818e-02	3.023950e-01	8.277714e-01	7.671100e+00	
76  30.3238	8.341059e-01	-7.214234e+00	8.089822e-02	-9.564801e-01	1.628772e+00	-4.935712e+00	3.545323e-01	2.855902e-01	1.626716e-01	8.425343e-02	3.238919e-01	8.267699e-01	7.671100e+00	
33  30.1172	7.842800e-01	-5.190291e+00	1.488246e-01	-8.724244e-01	1.649075e+00	-4.120081e+00	3.562376e-01	2.838232e-01	1.670491e-01	7.910710e-02	2.884871e-01	8.272390e-01	7.671100e+00	
99  30.4988	7.911862e-01	-6.264597e+00	1.660260e-01	-8.925426e-01	1.635915e+00	-4.286693e+00	3.567106e-01	2.857417e-01	1.670504e-01	8.168510e-02	3.036267e-01	8.279453e-01	7.671100e+00	
33  30.6765	8.053253e-01	-7.089397e+00	1.551489e-01	-9.190670e-01	1.626889e+00	-4.535045e+00	3.564506e-01	2.867712e-01	1.660001e-01	8.373385e-02	3.169022e-01	8.283548e-01	7.671100e+00	
10  31.1887	7.813373e-01	-6.487869e+00	2.003541e-01	-8.825771e-01	1.631803e+00	-4.167530e+00	3.576048e-01	2.867066e-01	1.683932e-01	8.213215e-02	3.046636e-01	8.274308e-01	7.671100e+00	
79  30.9785	7.813373e-01	-6.487869e+00	1.582169e-01	-1.161574e+00	1.658751e+00	-4.680985e+00	3.524476e-01	2.886735e-01	1.592641e-01	8.459426e-02	3.690664e-01	8.274308e-01	7.671100e+00	
98  31.2719	7.779438e-01	-6.537859e+00	1.691417e-01	-1.157853e+00	1.657685e+00	-4.638109e+00	3.527316e-01	2.889492e-01	1.597061e-01	8.468501e-02	3.690764e-01	8.272070e-01	7.671100e+00	
55  29.3683	7.853135e-01	-5.449784e+00	1.125720e-01	-1.155485e+00	1.672767e+00	-4.665131e+00	3.512395e-01	2.862854e-01	1.579958e-01	8.218692e-02	3.564281e-01	8.284239e-01	7.671100e+00	
12  30.0414	7.733638e-01	-5.604681e+00	1.503328e-01	-1.142156e+00	1.669290e+00	-4.512723e+00	3.522207e-01	2.872116e-01	1.595361e-01	8.245683e-02	3.561909e-01	8.284895e-01	7.671100e+00	
60  29.8952	7.893595e-01	-5.990436e+00	1.196741e-01	-1.166325e+00	1.666213e+00	-4.756754e+00	3.514373e-01	2.872222e-01	1.579286e-01	8.348881e-02	3.641539e-01	8.257777e-01	7.671100e+00	
25  29.3168	7.893595e-01	-5.990436e+00	9.917569e-02	-2.683302e+00	1.585904e+00	-4.990128e+00	3.608492e-01	2.858221e-01	1.359202e-01	6.354557e-02	3.372188e-01	8.257777e-01	7.671100e+00	
