# inv_M_wdm_keV	 log10sigmaovermass	 T0a	 T0s	 gamma_a	 gamma_s	 Fz1	 Fz2	 Fz3	 Fz4	 F_UV	 sigma8	 z_reio	
 2.142622e-02	 -4.920145e+00	 8.765947e-01	 -4.095497e+00	 1.538183e+00	 -3.989394e+00	 3.925335e-01	 3.120418e-01	 2.810860e-01	 7.381074e-02	 2.277882e-01	 8.283890e-01	 7.671100e+00	
#Error_kneff	 2.574292e-02	 -6.074747e+00	 8.356781e-02	 -4.157932e+00	 1.336676e+00	 -1.451388e+00	 3.715554e-01	 2.876378e-01	 2.135123e-01	 5.089340e-02	 5.464599e-01	 8.390345e-01	 7.671100e+00	
#Error_equiv	 1.460347e-02	 -4.955508e+00	 3.692440e-01	 -4.676270e+00	 1.441970e+00	 -4.235547e+00	 4.356497e-01	 2.596435e-01	 1.337789e-01	 8.380315e-02	 4.679862e-01	 8.425972e-01	 7.671100e+00	
#Error_equiv	 7.646742e-03	 -5.341738e+00	 1.393489e+00	 -1.968028e+00	 1.516545e+00	 2.429036e+00	 3.801118e-01	 3.541815e-01	 2.431537e-01	 1.082840e-01	 3.651377e-01	 9.138375e-01	 7.671100e+00	
 3.218514e-02	 -4.513028e+00	 5.322098e-01	 -3.206810e+00	 1.348376e+00	 -4.459325e+00	 3.902487e-01	 3.733195e-01	 3.051301e-01	 1.371382e-01	 7.203174e-01	 8.343038e-01	 7.671100e+00	
#Error_kneff	 3.447701e-02	 -5.452617e+00	 5.824196e-01	 -1.187863e+00	 1.508106e+00	 -3.835468e+00	 3.785313e-01	 2.799524e-01	 2.588660e-01	 1.738914e-01	 1.666504e-01	 8.386057e-01	 7.671100e+00	
#Error_equiv	 4.175627e-03	 -5.583950e+00	 1.718287e+00	 -3.955304e+00	 1.422230e+00	 -3.358229e+00	 4.275155e-01	 4.251076e-01	 2.824948e-01	 9.521948e-02	 3.897299e-01	 1.143141e+00	 7.671100e+00	
#Error_cosmo	 2.230223e-03	 -5.071645e+00	 7.836707e-01	 -3.335971e+00	 1.686140e+00	 7.332401e-01	 3.667143e-01	 3.873206e-01	 2.645113e-01	 2.523958e-02	 9.952859e-01	 2.724469e+00	 7.671100e+00	
#Error_equiv	 9.126070e-03	 -5.240131e+00	 5.643551e-01	 -4.100494e+00	 1.435720e+00	 -1.157303e-02	 3.752803e-01	 3.128596e-01	 1.459478e-01	 5.438829e-02	 1.930279e-01	 8.770884e-01	 7.671100e+00	
 3.517881e-02	 -4.422237e+00	 5.643551e-01	 -4.100494e+00	 1.435720e+00	 -1.157303e-02	 3.752803e-01	 3.128596e-01	 1.459478e-01	 5.438829e-02	 1.930279e-01	 8.288568e-01	 7.671100e+00	
#Error_equiv	 6.182256e-03	 -4.109152e+00	 5.643551e-01	 -4.100494e+00	 1.435720e+00	 -1.157303e-02	 3.752803e-01	 3.128596e-01	 1.459478e-01	 5.438829e-02	 1.930279e-01	 1.017960e+00	 7.671100e+00	
#Error_equiv	 8.183367e-03	 -4.341040e+00	 1.105130e+00	 -1.729844e+00	 1.260134e+00	 4.813476e+00	 4.990799e-01	 2.925256e-01	 2.913712e-01	 1.025992e-01	 2.699686e-01	 9.034017e-01	 7.671100e+00	
 2.415089e-02	 -3.831000e+00	 1.162271e+00	 -2.220756e+00	 1.337042e+00	 1.666502e+00	 3.996468e-01	 3.573920e-01	 2.317642e-01	 7.778154e-02	 8.615615e-01	 8.398303e-01	 7.671100e+00	
 4.125988e-02	 -6.940648e+00	 5.643551e-01	 -4.100494e+00	 1.435720e+00	 -1.157303e-02	 3.752803e-01	 3.128596e-01	 1.459478e-01	 5.438829e-02	 1.930279e-01	 8.206426e-01	 7.671100e+00	
#Error_kneff	 6.611248e-02	 -4.775640e+00	 7.963307e-01	 -4.849327e+00	 1.469933e+00	 -2.106674e+00	 3.754529e-01	 2.818358e-01	 1.738074e-01	 9.069867e-02	 1.474856e-01	 8.301077e-01	 7.671100e+00	
#Error_equiv	 8.526930e-03	 -6.172172e+00	 7.963307e-01	 -4.849327e+00	 1.469933e+00	 -2.106674e+00	 3.754529e-01	 2.818358e-01	 1.738074e-01	 9.069867e-02	 1.474856e-01	 8.943548e-01	 7.671100e+00	
#Error_equiv	 3.910032e-03	 -6.499378e+00	 7.459573e-01	 7.374714e-01	 1.517153e+00	 -1.014546e+00	 3.808758e-01	 2.724091e-01	 1.782001e-01	 6.809746e-02	 7.890654e-01	 1.107325e+00	 7.671100e+00	
#Error_kneff	 2.724701e-02	 -6.328365e+00	 5.489947e-01	 -4.487133e-01	 1.363261e+00	 4.047818e+00	 4.159174e-01	 2.945740e-01	 2.502111e-01	 4.980856e-02	 9.340021e-01	 8.120544e-01	 7.671100e+00	
 2.610716e-02	 -4.541476e+00	 1.315486e+00	 -4.762235e+00	 1.316112e+00	 -3.118808e+00	 4.041882e-01	 3.089015e-01	 2.890361e-01	 5.445030e-02	 9.773044e-01	 8.304457e-01	 7.671100e+00	
#Error_equiv	 1.570976e-02	 -5.758453e+00	 7.329250e-01	 -4.845881e+00	 1.402652e+00	 4.355907e+00	 3.957531e-01	 3.155882e-01	 2.543733e-01	 1.188917e-01	 9.334431e-01	 8.383730e-01	 7.671100e+00	
#Error_equiv	 3.755157e-03	 -7.933244e+00	 6.131492e-01	 -4.023818e+00	 1.352470e+00	 4.631728e+00	 4.067967e-01	 2.954135e-01	 2.910905e-01	 1.039028e-01	 9.839438e-01	 1.240697e+00	 7.671100e+00	
#Error_cosmo	 1.878606e-03	 -5.731120e+00	 6.859082e-01	 -4.962613e+00	 1.267813e+00	 -2.534616e+00	 3.783982e-01	 3.161261e-01	 2.461501e-01	 9.855779e-02	 8.850292e-01	 3.111698e+00	 7.671100e+00	
 4.030285e-02	 -6.038816e+00	 1.495997e+00	 -2.028291e+00	 1.544490e+00	 3.715473e+00	 3.983582e-01	 4.179654e-01	 2.664379e-01	 4.549840e-02	 8.528288e-01	 8.167550e-01	 7.671100e+00	
#Error_equiv	 7.216458e-03	 -7.005091e+00	 9.249338e-01	 -4.986547e+00	 1.695656e+00	 2.198336e+00	 3.824977e-01	 3.445883e-01	 2.687878e-01	 5.178450e-02	 9.168831e-01	 9.121462e-01	 7.671100e+00	
 1.996697e-02	 -5.927120e+00	 1.491901e+00	 -4.847513e+00	 1.221316e+00	 -4.664809e+00	 4.619588e-01	 4.257139e-01	 2.774126e-01	 1.289931e-01	 9.709365e-01	 8.362244e-01	 7.671100e+00	
#Error_equiv	 7.425856e-03	 -4.371791e+00	 1.491901e+00	 -4.847513e+00	 1.221316e+00	 -4.664809e+00	 4.619588e-01	 4.257139e-01	 2.774126e-01	 1.289931e-01	 9.709365e-01	 8.568526e-01	 7.671100e+00	
 1.866248e-02	 -5.068511e+00	 1.290433e+00	 -2.018320e+00	 1.686556e+00	 3.567290e+00	 3.764349e-01	 3.964098e-01	 3.076706e-01	 1.892892e-01	 4.050783e-01	 8.617935e-01	 7.671100e+00	
#Error_equiv	 5.768665e-03	 -6.114178e+00	 1.290433e+00	 -2.018320e+00	 1.686556e+00	 3.567290e+00	 3.764349e-01	 3.964098e-01	 3.076706e-01	 1.892892e-01	 4.050783e-01	 8.949850e-01	 7.671100e+00	
#Error_cosmo	 3.101399e-03	 -7.698024e+00	 1.406018e+00	 -4.771950e+00	 1.036481e+00	 -1.872158e+00	 5.089659e-01	 4.072134e-01	 2.821696e-01	 1.561206e-01	 5.226068e-01	 1.570816e+00	 7.671100e+00	
#Error_equiv	 1.290922e-02	 -6.051107e+00	 1.003262e+00	 -4.467560e+00	 1.009327e+00	 3.171475e-01	 4.419512e-01	 3.739350e-01	 2.727919e-01	 1.278140e-01	 2.936547e-01	 8.656675e-01	 7.671100e+00	
#Error_equiv	 1.085176e-02	 -3.704065e+00	 1.293721e+00	 -2.397578e+00	 1.109338e+00	 3.037267e+00	 5.275060e-01	 4.174566e-01	 2.588258e-01	 8.526724e-02	 2.579838e-01	 8.413691e-01	 7.671100e+00	
