# Fiducial parameters, q_canndm = 6.8039e-05, z_reio = 0, Omega_Lambda = 0, h = 0
    2  601.2365  0.006119774  0.53800602  2.3509561e-07  0.0021886971  
    3  320.74965  0.0043430381  0.3098162  1.1014115e-07  0.0011588881  
    4  202.10445  0.0026079166  0.19237609  6.4391105e-08  0.00072273028  
    5  141.02409  0.0014760988  0.13209452  4.2450872e-08  0.0004962912  
    6  105.26802  0.00089689144  0.099844317  3.0042375e-08  0.00036286439  
    7  82.397268  0.0006603449  0.081192018  2.2413565e-08  0.00027704822  
    8  66.713726  0.00057940154  0.068705336  1.732537e-08  0.00021824832  
    9  55.42954  0.00054398578  0.058925141  1.3806346e-08  0.00017614592  
   10  47.031611  0.00051104838  0.05047852  1.1239329e-08  0.0001450481  
   11  40.598917  0.00047517845  0.042975049  9.2991963e-09  0.00012242757  
   12  35.515339  0.00044321876  0.03641066  7.809036e-09  0.00010384262  
   13  31.36922  0.00042068936  0.03091637  6.6458525e-09  8.9106301e-05  
   14  27.951915  0.00040843625  0.02658751  5.726772e-09  7.7173496e-05  
   15  25.107458  0.00040423234  0.023421103  4.9910511e-09  6.7383268e-05  
   16  22.727386  0.00040513821  0.021288256  4.3947912e-09  5.9274346e-05  
   17  20.701372  0.00040884886  0.019925011  3.9053611e-09  5.2486957e-05  
   18  18.958493  0.00041395202  0.01906157  3.4978463e-09  4.6741363e-05  
   19  17.448453  0.00041959776  0.018462594  3.1537747e-09  4.1837535e-05  
   20  16.12714  0.00042509117  0.0179227  2.8579672e-09  3.7567816e-05  
   21  14.96547  0.00043010756  0.01732598  2.600024e-09  3.3860914e-05  
   22  13.939077  0.00043445936  0.016599853  2.3733688e-09  3.0657992e-05  
   23  13.027432  0.0004383772  0.015755552  2.1737752e-09  2.7874698e-05  
   24  12.21222  0.00044215195  0.014830374  1.9970902e-09  2.5414484e-05  
   25  11.480146  0.00044606732  0.013882029  1.8403293e-09  2.323718e-05  
   26  10.819582  0.00045035796  0.012969391  1.7008063e-09  2.1309661e-05  
   27  10.220544  0.00045507965  0.012135563  1.5762558e-09  1.9596048e-05  
   28  9.6741773  0.00046022036  0.011409685  1.4647757e-09  1.8057923e-05  
   29  9.174482  0.00046567578  0.010780823  1.3647481e-09  1.667681e-05  
   30  8.7161747  0.00047131853  0.010228022  1.2748233e-09  1.5434847e-05  
   31  8.2943537  0.00047703155  0.0097284507  1.1936307e-09  1.4311449e-05  
   32  7.905643  0.00048274914  0.009251763  1.1202994e-09  1.329576e-05  
   33  7.5470486  0.00048838589  0.008765734  1.0537233e-09  1.2376874e-05  
   34  7.2155999  0.00049391519  0.0082459027  9.9324063e-10  1.154196e-05  
   35  6.9084199  0.00049934534  0.007698864  9.3801775e-10  1.0781769e-05  
   36  6.6226552  0.00050474341  0.0071389766  8.8756857e-10  1.0086214e-05  
   37  6.3557249  0.00051014302  0.0065796687  8.4126041e-10  9.4449278e-06  
   38  6.106138  0.00051557401  0.0060306458  7.9863262e-10  8.8542283e-06  
   39  5.872676  0.00052106275  0.0055006831  7.5928392e-10  8.311426e-06  
   40  5.6541204  0.00052662562  0.0049985554  7.2284337e-10  7.8127734e-06  
   41  5.4492727  0.00053230599  0.004530069  6.8893773e-10  7.3539672e-06  
   42  5.2570142  0.00053803504  0.0040891542  6.5740955e-10  6.9317532e-06  
